image_path,gt_class,pred_class,gt_caption,pred_caption,bleu4
airliner/157.jpg,airliner,airliner,the airliner displays polished aluminum surfaces and a sleek profile.,the airliner shows engineered smoothness and a refined aircraft silhouette,0.06311969078225892
airliner/172.jpg,airliner,airliner,an airliner featuring cylindrical body geometry and streamlined contours.,the airliner shows glossy exterior panels and a symmetrical wing span,0.022416933501922302
airliner/180.jpg,airliner,airliner,the airliner shows dense construction with a firm aircraft body and smooth angular exterior.,the airliner shows glossy exterior panels and a symmetrical wing span,0.08070022674930981
airliner/204.jpg,airliner,airliner,an airliner with a smooth metallic fuselage and elongated aerodynamic form.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.8931539818068694
airliner/264.jpg,airliner,airliner,an airliner with a smooth metallic fuselage and elongated aerodynamic form.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.8931539818068694
airliner/265.jpg,airliner,airliner,the airliner displays polished aluminum surfaces and streamlined contours.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.022416933501922302
airliner/273.jpg,airliner,airliner,an airliner with reflective metal skin and a narrow tapered nose.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.10600313379512592
airliner/276.jpg,airliner,airliner,an airliner featuring cylindrical body geometry and streamlined contours.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.04411629359322707
airliner/285.jpg,airliner,airliner,an airliner with a smooth metallic fuselage and elongated aerodynamic form.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.8931539818068694
airliner/310.jpg,airliner,airliner,an airliner with uniform metallic texture and extended wing structure.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.10600313379512592
airliner/323.jpg,airliner,airliner,the airliner exhibits smooth riveted surfaces and a sleek profile.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.026658376817028855
airliner/349.jpg,airliner,airliner,the airliner displays polished aluminum surfaces and seamless glass texture.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.022416933501922302
airliner/351.jpg,airliner,airliner,an airliner with reflective metal skin and a narrow tapered nose.,the airliner shows engineered smoothness and a refined aircraft silhouette,0.04469338322542863
airliner/376.jpg,airliner,airliner,an airliner featuring cylindrical body geometry and streamlined contours.,the airliner shows engineered smoothness and a refined aircraft silhouette,0.025098621243978974
airliner/384.jpg,airliner,airliner,an airliner with a smooth metallic fuselage and elongated aerodynamic form.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.8931539818068694
airliner/390.jpg,airliner,airliner,an airliner with a smooth metallic fuselage and elongated aerodynamic form.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.8931539818068694
airship/008.jpg,airship,airship,the airship shows a massive oval form and gently curved contours.,the airship shows a massive oval form and gently curved contours,0.8931539818068694
airship/019.jpg,airship,airship,an airship with a smooth envelope and elongated vertical geometry.,an airship with a smooth envelope and elongated vertical shape,0.8801117367933934
airship/054.jpg,airship,airship,the airship presents an inflated silhouette with minimal angular edges.,an airship with a smooth envelope and elongated vertical shape,0.02777619034011792
airship/068.jpg,airship,airship,the airship presents an inflated silhouette with minimal angular edges.,the airship shows a massive oval form and gently curved contours,0.03986357128268015
airship/075.jpg,airship,airship,the airship displays a streamlined inflated body with subtle surface seams.,the airship shows a massive oval form and gently curved contours,0.04411629359322707
airship/084.jpg,airship,airship,an airship with evenly stretched material and a massive oval shape.,an airship with a smooth envelope and elongated vertical shape,0.1073897713503587
airship/113.jpg,airship,airship,the airship displays a streamlined inflated body with subtle surface seams.,an airship with a smooth envelope and elongated vertical shape,0.025132936350227657
airship/149.jpg,airship,airship,the airship shows a massive oval form and gently curved contours.,the airship shows a massive oval form and gently curved contours,0.8931539818068694
airship/156.jpg,airship,airship,an airship with a glossy exterior and tapered nose.,the airship shows a massive oval form and gently curved contours,0.024808415001701823
airship/161.jpg,airship,airship,the airship presents an inflated silhouette with minimal angular edges.,an airship with a smooth envelope and elongated vertical shape,0.02777619034011792
airship/178.jpg,airship,airship,an airship with a smooth envelope and elongated vertical wings.,an airship with a smooth envelope and elongated vertical shape,0.8801117367933934
airship/180.jpg,airship,airship,an airship with evenly stretched material and a massive rounded shape.,an airship with a smooth envelope and elongated vertical shape,0.1073897713503587
airship/205.jpg,airship,airship,the airship shows a massive oval form and gently curved contours.,an airship with a smooth envelope and elongated vertical shape,0.025132936350227657
airship/208.jpg,airship,airship,the airship presents an inflated silhouette with minimal angular edges.,an airship with a smooth envelope and elongated vertical shape,0.02777619034011792
airship/237.jpg,airship,airship,an airship with a dense inflated body and curved contours.,an airship with a smooth envelope and elongated vertical shape,0.2777619034011791
airship/247.jpg,airship,airship,a balloon with an inflated envelope and gentle curved geometry.,the airship shows a massive oval form and gently curved contours,0.024808415001701823
airship/248.jpg,airship,airship,the airship presents an inflated silhouette with minimal angular edges.,the airship shows a massive oval form and gently curved contours,0.03986357128268015
airship/250.jpg,airship,airship,an airship with evenly stretched material and a massive elongated shape.,the airship shows a massive oval form and gently curved contours,0.04740604259878138
airship/253.jpg,airship,airship,the airship shows smooth envelope curvature and a floating structural form.,the airship shows a massive oval form and gently curved contours,0.10600313379512592
airship/275.jpg,airship,airship,the airship exhibits a soft cylindrical profile and uniform skin tension.,the airship shows a massive oval form and gently curved contours,0.04740604259878138
airship/277.jpg,airship,airship,an airship with a thick envelope structure and elongated proportions.,the airship shows a massive oval form and gently curved contours,0.024808415001701823
airship/301.jpg,airship,airship,the airship shows smooth envelope curvature and a floating structural form.,the airship shows a massive oval form and gently curved contours,0.10600313379512592
airship/326.jpg,airship,airship,an airship with taut fabric surfaces and a suspended gondola structure.,an airship with a smooth envelope and elongated vertical shape,0.1073897713503587
airship/355.jpg,airship,airship,an airship with a thick inflated body and curved contours.,an airship with a smooth envelope and elongated vertical shape,0.2777619034011791
airship/362.jpg,airship,airship,a professional clear photo of airship.,the airship shows a massive oval form and gently curved contours,0.018850319022747353
airship/369.jpg,airship,airship,the airship displays a streamlined inflated body with subtle surface seams.,an airship with evenly stretched material and a massive elongated shape,0.024808415001701823
airship/374.jpg,airship,airliner,an airship with a rounded envelope shape and smooth outer surface.,an airliner with a smooth metallic fuselage and elongated aerodynamic form,0.05012578715739066
airship/375.jpg,airship,airship,an airship with a smooth envelope and elongated vertical profile.,the airship shows a massive oval form and gently curved contours,0.024808415001701823
airship/398.jpg,airship,airship,an airship with a smooth envelope and elongated aerodynamic shape.,an airship with a smooth envelope and elongated vertical shape,0.7598356856515925
airship/412.jpg,airship,airship,the airship exhibits a soft curved profile and uniform skin tension.,an airship with a smooth envelope and elongated vertical shape,0.025132936350227657
albatross/013.jpg,albatross,albatross,the albatross exhibits smooth feather textures and elongated proportions.,the albatross shows dense feather layering and an extended wingspan,0.05307712171072445
albatross/040.jpg,albatross,albatross,the albatross shows finely ordered feathers and an elegant silhouette.,an albatross with sleek feathers and a slender avian profile,0.05307712171072445
albatross/077.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,an albatross with sleek feathers and a slender avian profile,0.04939382737115371
albatross/123.jpg,albatross,albatross,an albatross characterized by broad wings and refined feather structure.,an albatross with sleek feathers and a slender avian profile,0.04939382737115371
albatross/124.jpg,albatross,albatross,a professional clear photo of albatross.,an albatross with sleek feathers and a slender avian profile,0.021105340631872645
albatross/137.jpg,albatross,albatross,the albatross exhibits smooth feather textures and elongated proportions.,an albatross with sleek feathers and a slender avian profile,0.025098621243978974
albatross/144.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,the albatross shows dense feather layering and an extended wingspan,0.02777619034011792
albatross/186.jpg,albatross,albatross,the albatross shows finely ordered feathers and an elegant silhouette.,an albatross with sleek feathers and a slender avian profile,0.05307712171072445
albatross/210.jpg,albatross,albatross,the albatross shows dense feather layering and an extended wingspan.,the albatross shows dense feather layering and an extended wingspan,0.8801117367933934
albatross/233.jpg,albatross,albatross,an albatross with sleek feathers and a slender avian profile.,an albatross with sleek feathers and a slender avian profile,0.8801117367933934
albatross/234.jpg,albatross,albatross,an albatross with sleek feathers and a slender avian profile.,an albatross with sleek feathers and a slender avian profile,0.8801117367933934
albatross/235.jpg,albatross,albatross,the albatross shows dense feather layering and an extended wingspan.,the albatross shows dense feather layering and an extended wingspan,0.8801117367933934
albatross/242.jpg,albatross,albatross,an albatross with sleek feathers and a slender avian profile.,an albatross with sleek feathers and a slender avian profile,0.8801117367933934
albatross/249.jpg,albatross,albatross,the albatross shows finely ordered feathers and a solid avian form.,an albatross with sleek feathers and a slender avian profile,0.1073897713503587
albatross/288.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,the albatross shows dense feather layering and an extended wingspan,0.02777619034011792
albatross/291.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,the albatross shows dense feather layering and an extended wingspan,0.02777619034011792
albatross/296.jpg,albatross,albatross,an albatross with a sleek aerodynamic wing structure and smooth layered feathers.,an albatross with sleek feathers and a slender avian profile,0.10170183314475842
albatross/311.jpg,albatross,albatross,the albatross shows dense feather coverage and a solid wing structure.,an albatross with sleek feathers and a slender avian profile,0.04469338322542863
albatross/312.jpg,albatross,albatross,an albatross characterized by broad wings and refined feather structure.,the albatross shows dense feather layering and an extended wingspan,0.02984745896009824
albatross/338.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,an albatross with sleek feathers and a slender avian profile,0.04939382737115371
albatross/344.jpg,albatross,albatross,the albatross shows dense feather layering and an extended wingspan.,an albatross with sleek feathers and a slender avian profile,0.02777619034011792
albatross/353.jpg,albatross,albatross,the albatross shows dense feather layering and an extended wingspan.,an albatross with sleek feathers and a slender avian profile,0.02777619034011792
albatross/362.jpg,albatross,albatross,a professional clear photo of albatross.,the albatross shows dense feather layering and an extended wingspan,0.0
albatross/368.jpg,albatross,albatross,the albatross shows dense feather layering and an extended wingspan.,an albatross with sleek feathers and a slender avian profile,0.02777619034011792
albatross/432.jpg,albatross,albatross,the albatross displays long narrow wings and streamlined feather alignment.,the albatross shows dense feather layering and an extended wingspan,0.05307712171072445
albatross/453.jpg,albatross,albatross,an albatross with sleek feathers and a slender avian profile.,an albatross with sleek feathers and a slender avian profile,0.8801117367933934
albatross/471.jpg,albatross,albatross,the albatross displays long narrow wings and streamlined feather alignment.,an albatross with sleek feathers and a slender avian profile,0.025098621243978974
albatross/516.jpg,albatross,albatross,an albatross featuring pale plumage and elongated aerodynamic form.,an albatross with sleek feathers and a slender avian profile,0.04939382737115371
albatross/567.jpg,albatross,albatross,an albatross with sleek feathers and a slender avian profile.,an albatross with sleek feathers and a slender avian profile,0.8801117367933934
albatross/583.jpg,albatross,albatross,the albatross exhibits smooth feather textures and elongated proportions.,the albatross shows dense feather layering and an extended wingspan,0.05307712171072445
alligator_lizard/003.jpg,alligator_lizard,alligator_lizard,an agama featuring spiny scale ridges and a thickened torso.,the alligator lizard shows dense scale coverage and a solid lizard form,0.03986357128268015
alligator_lizard/039.jpg,alligator_lizard,alligator_lizard,the alligator lizard exhibits coarse skin ridges and a stout silhouette.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04802616576551228
alligator_lizard/075.jpg,alligator_lizard,alligator_lizard,an alligator lizard with rugged skin texture and pronounced segmentation.,an alligator lizard with rugged skin texture and pronounced segmentation,0.8801117367933934
alligator_lizard/088.jpg,alligator_lizard,alligator_lizard,an alligator lizard with rugged skin texture and pronounced segmentation.,an alligator lizard with rugged skin texture and pronounced segmentation,0.8801117367933934
alligator_lizard/094.jpg,alligator_lizard,alligator_lizard,the alligator lizard exhibits coarse skin ridges and a stout silhouette.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04802616576551228
alligator_lizard/133.jpg,alligator_lizard,alligator_lizard,a professional clear photo of alligator lizard.,an alligator lizard with rugged skin texture and pronounced segmentation,0.021105340631872645
alligator_lizard/145.jpg,alligator_lizard,alligator_lizard,an agama with tactile - looking scales and a pronounced dorsal line.,an alligator lizard with rugged skin texture and pronounced segmentation,0.02443703255186539
alligator_lizard/167.jpg,alligator_lizard,alligator_lizard,a professional clear photo of alligator lizard.,a professional clear photo of alligator lizard,0.8091067115702212
alligator_lizard/168.jpg,alligator_lizard,alligator_lizard,the alligator lizard shows dense scale coverage and a solid reptile surface.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04044024548098852
alligator_lizard/190.jpg,alligator_lizard,african_chameleon,an american chameleon with irregular skin geometry and folds.,an african chameleon with granular skin texture and independently bulging turreted eyes,0.045293761707938834
alligator_lizard/221.jpg,alligator_lizard,alligator_lizard,an agama with textured scales and a robust elongated body structure.,an alligator lizard with rugged skin texture and pronounced segmentation,0.025132936350227657
alligator_lizard/240.jpg,alligator_lizard,alligator_lizard,an alligator lizard with rugged skin texture and pronounced segmentation.,an alligator lizard with rugged skin texture and pronounced segmentation,0.8801117367933934
alligator_lizard/242.jpg,alligator_lizard,alligator_lizard,the alligator lizard shows dense scale coverage and a solid crocodile form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04044024548098852
alligator_lizard/247.jpg,alligator_lizard,alligator_lizard,the alligator lizard shows dense scale coverage and a solid lizard form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04044024548098852
alligator_lizard/253.jpg,alligator_lizard,alligator_lizard,the alligator lizard displays rough overlapping scales and a rigid form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04469338322542863
alligator_lizard/264.jpg,alligator_lizard,alligator_lizard,the alligator lizard exhibits heavy skin ridges and a broad muscular form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04345587182943313
alligator_lizard/270.jpg,alligator_lizard,alligator_lizard,an agama with tactile - looking scales and a pronounced dorsal line.,an alligator lizard with rugged skin texture and pronounced segmentation,0.02443703255186539
alligator_lizard/286.jpg,alligator_lizard,agama,an alligator lizard with rugged skin texture and pronounced segmentation.,an agama with tactile looking scales and a pronounced dorsal line,0.026658376817028855
alligator_lizard/297.jpg,alligator_lizard,african_crocodile,an alligator lizard with segmented scales and a dense reptilian body.,an african crocodile with rugged osteoderm plates and a heavily armored hide,0.0428361950754725
alligator_lizard/307.jpg,alligator_lizard,alligator_lizard,the alligator lizard displays rough overlapping scales and a rigid form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04469338322542863
alligator_lizard/324.jpg,alligator_lizard,alligator_lizard,an alligator lizard featuring bumpy skin texture and angular head shape.,an alligator lizard with rugged skin texture and pronounced segmentation,0.15895464630951742
alligator_lizard/346.jpg,alligator_lizard,alligator_lizard,an alligator lizard with segmented scales and a compact reptilian body.,an alligator lizard with rugged skin texture and pronounced segmentation,0.2513293635022765
alligator_lizard/353.jpg,alligator_lizard,alligator_lizard,the alligator lizard displays rough overlapping scales and a rigid form.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04469338322542863
alligator_lizard/365.jpg,alligator_lizard,alligator_lizard,an alligator lizard with segmented scales and a smooth reptilian body.,an alligator lizard with rugged skin texture and pronounced segmentation,0.2513293635022765
alligator_lizard/373.jpg,alligator_lizard,alligator_lizard,an alligator lizard with segmented scales and a dense reptilian body.,an alligator lizard with rugged skin texture and pronounced segmentation,0.2513293635022765
alligator_lizard/394.jpg,alligator_lizard,alligator_lizard,an alligator lizard featuring bumpy skin texture and angular head shape.,an alligator lizard with rugged skin texture and pronounced segmentation,0.15895464630951742
alligator_lizard/418.jpg,alligator_lizard,agama,an alligator lizard with segmented scales and a dense armored body.,an agama with tactile looking scales and a pronounced dorsal line,0.10600313379512592
alligator_lizard/443.jpg,alligator_lizard,alligator_lizard,the alligator lizard shows heavy scale plating and a muscular tail.,an alligator lizard with segmented scales and a dense reptilian body,0.05637560315259291
alligator_lizard/452.jpg,alligator_lizard,alligator_lizard,an alligator lizard with granular scales and a compact reptilian body.,an alligator lizard with rugged skin texture and pronounced segmentation,0.2513293635022765
alligator_lizard/454.jpg,alligator_lizard,alligator_lizard,the alligator lizard exhibits coarse skin ridges and a stout silhouette.,an alligator lizard with rugged skin texture and pronounced segmentation,0.04802616576551228
alps/021.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/039.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/045.jpg,alps,alps,the alps feature massive mountain ridges with layered stone formations.,the alps show towering peaks and rough craggy surfaces,0.04537922867531812
alps/060.jpg,alps,alps,a professional clear photo of alps.,the alps show serrated ridgelines and dense rocky massifs,0.0
alps/093.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show serrated ridgelines and dense rocky massifs,0.05022037190492093
alps/106.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show serrated ridgelines and dense rocky massifs,0.05022037190492093
alps/135.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/137.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/159.jpg,alps,alps,the alps display jagged snow - covered peaks with sharp rocky textures.,the alps show towering peaks and rough craggy surfaces,0.04021333017266262
alps/169.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/176.jpg,alps,alps,the alps show serrated ridgelines and dense rocky massifs.,the alps show towering peaks and rough craggy surfaces,0.12753431387594827
alps/226.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/234.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/240.jpg,alps,alps,the alps show serrated ridgelines and dense rocky massifs.,the alps show serrated ridgelines and dense rocky massifs,0.8633400213704505
alps/270.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/311.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/312.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/369.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/406.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show serrated ridgelines and dense rocky massifs,0.05022037190492093
alps/422.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show serrated ridgelines and dense rocky massifs,0.12753431387594827
alps/429.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/444.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/453.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show serrated ridgelines and dense rocky massifs,0.12753431387594827
alps/455.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show serrated ridgelines and dense rocky massifs,0.05022037190492093
alps/473.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/507.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/514.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
alps/535.jpg,alps,alps,a professional clear photo of alps.,the alps show towering peaks and rough craggy surfaces,0.0
alps/553.jpg,alps,alps,the alps display monumental slopes and textured alpine rock layers.,the alps show towering peaks and rough craggy surfaces,0.05022037190492093
alps/573.jpg,alps,alps,the alps show towering peaks and rough craggy surfaces.,the alps show towering peaks and rough craggy surfaces,0.8633400213704505
ambulance/027.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,a professional clear photo of ambulance,0.021099385422893017
ambulance/055.jpg,ambulance,ambulance,an ambulance featuring a rigid vehicle frame and smooth coated metal skin.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.04328649145305472
ambulance/080.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/083.jpg,ambulance,ambulance,the ambulance shows a tall rectangular profile and clean flat surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.026658376817028855
ambulance/105.jpg,ambulance,ambulance,an ambulance featuring a rigid vehicle frame and smooth coated metal skin.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.022652581507881558
ambulance/116.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.026658376817028855
ambulance/155.jpg,ambulance,ambulance,the ambulance shows a functional rectangular form and smooth texture.,a professional clear photo of ambulance,0.024925978674400287
ambulance/171.jpg,ambulance,ambulance,a professional clear photo of ambulance.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.018850319022747353
ambulance/177.jpg,ambulance,ambulance,an ambulance featuring a rectangular car wheel and textured exterior.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.026658376817028855
ambulance/179.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/199.jpg,ambulance,ambulance,the ambulance shows a tall rectangular profile and clean flat surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.026658376817028855
ambulance/227.jpg,ambulance,ambulance,the ambulance shows a tall rectangular profile and clean flat surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.026658376817028855
ambulance/280.jpg,ambulance,ambulance,the ambulance exhibits a structured box - like shape and durable paneling.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.022652581507881558
ambulance/281.jpg,ambulance,ambulance,an ambulance featuring a rigid vehicle frame and smooth coated metal skin.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.022652581507881558
ambulance/284.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/340.jpg,ambulance,ambulance,the ambulance shows a functional rectangular form and smooth texture.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.2596535889340338
ambulance/357.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.026658376817028855
ambulance/365.jpg,ambulance,ambulance,the ambulance shows a tall rectangular profile and clean flat surfaces.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.8931539818068694
ambulance/371.jpg,ambulance,ambulance,a professional clear photo of ambulance.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.018850319022747353
ambulance/378.jpg,ambulance,ambulance,an ambulance characterized by straight lines and high - visibility surface finish.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.0204689180374571
ambulance/379.jpg,ambulance,ambulance,the ambulance shows a functional rectangular form and smooth texture.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.026658376817028855
ambulance/390.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.026658376817028855
ambulance/401.jpg,ambulance,ambulance,an ambulance characterized by straight lines and high - visibility surface finish.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.0204689180374571
ambulance/404.jpg,ambulance,ambulance,an ambulance featuring a rigid vehicle frame and smooth coated metal skin.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.04328649145305472
ambulance/407.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/420.jpg,ambulance,ambulance,the ambulance exhibits a structured box - like shape and durable paneling.,the ambulance shows a tall rectangular profile and clean flat surfaces,0.04328649145305472
ambulance/428.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/483.jpg,ambulance,ambulance,the ambulance displays high - contrast exterior panels and sharp geometric edges.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.0204689180374571
ambulance/496.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
ambulance/526.jpg,ambulance,ambulance,an ambulance with a boxy rectangular body and reflective painted surfaces.,an ambulance with a boxy rectangular body and reflective painted surfaces,0.8931539818068694
american_black_bear/034.jpg,american_black_bear,american_black_bear,an american black bear with layered dark fur and a broad torso.,an american black bear with layered dark fur and a broad torso,0.9036020036098448
american_black_bear/039.jpg,american_black_bear,american_black_bear,an american black bear with thick insulating fur and rounded contours.,an american black bear with layered dark fur and a broad torso,0.3646285861936467
american_black_bear/051.jpg,american_black_bear,american_black_bear,an american black bear with dense dark fur and a bulky rounded body.,an american black bear with layered dark fur and a broad torso,0.48861031957034523
american_black_bear/060.jpg,american_black_bear,american_black_bear,the american black bear displays thick coarse hair and a powerful frame.,an american black bear with layered dark fur and a broad torso,0.10600313379512592
american_black_bear/065.jpg,american_black_bear,american_black_bear,the american black bear presents coarse fur strands and a robust form.,an american black bear with layered dark fur and a broad torso,0.11094660471566163
american_black_bear/089.jpg,american_black_bear,american_black_bear,the american black bear displays thick coarse hair and a powerful frame.,an american black bear with layered dark fur and a broad torso,0.10600313379512592
american_black_bear/097.jpg,american_black_bear,american_black_bear,an american black bear featuring matte black fur and heavy musculature.,an american black bear with layered dark fur and a broad torso,0.2521193618434983
american_black_bear/101.jpg,american_black_bear,american_black_bear,a professional clear photo of american black bear.,an american black bear with layered dark fur and a broad torso,0.03986357128268015
american_black_bear/117.jpg,american_black_bear,american_black_bear,an american black bear featuring matte black fur and heavy musculature.,an american black bear with layered dark fur and a broad torso,0.2521193618434983
american_black_bear/124.jpg,american_black_bear,american_black_bear,an american black bear with layered dark fur and a broad torso.,an american black bear with layered dark fur and a broad torso,0.9036020036098448
american_black_bear/146.jpg,american_black_bear,american_black_bear,an american black bear characterized by voluminous black coat and mass.,an american black bear with layered dark fur and a broad torso,0.22416933501922293
american_black_bear/164.jpg,american_black_bear,american_black_bear,the american black bear shows deep dark brown fur and a compact heavy build.,an american black bear with layered dark fur and a broad torso,0.12472700182418718
american_black_bear/176.jpg,american_black_bear,american_black_bear,a professional clear photo of american black bear.,an american black bear with layered dark fur and a broad torso,0.03986357128268015
american_black_bear/197.jpg,american_black_bear,american_black_bear,an american black bear with thick insulating fur and rounded contours.,an american black bear with layered dark fur and a broad torso,0.3646285861936467
american_black_bear/201.jpg,american_black_bear,american_black_bear,an american black bear characterized by voluminous black coat and mass.,the american black bear shows deep black fur and a compact heavy build,0.08737167851715875
american_black_bear/226.jpg,american_black_bear,american_black_bear,the american black bear exhibits plush fur density and solid proportions.,an american black bear with layered dark fur and a broad torso,0.09578464408619825
american_black_bear/278.jpg,american_black_bear,american_black_bear,an american black bear with dense dark fur and a bulky rounded body.,an american black bear with layered dark fur and a broad torso,0.48861031957034523
american_black_bear/326.jpg,american_black_bear,american_black_bear,the american black bear exhibits plush fur density and solid proportions.,the american black bear shows deep black fur and a compact heavy build,0.21401603033752975
american_black_bear/327.jpg,american_black_bear,american_black_bear,a professional clear photo of american black bear.,an american black bear with layered dark fur and a broad torso,0.03986357128268015
american_black_bear/353.jpg,american_black_bear,american_black_bear,the american black bear exhibits plush fur density and solid proportions.,an american black bear with layered dark fur and a broad torso,0.09578464408619825
